RespondentId,Gender,Political_standpoint,Vote_for_party
25858744,F,Midden,Weet ik (nog) niet
25845400,M,(Gematigd) rechts,CDA
25864561,M,(Gematigd) links,CDA
25842477,M,Midden,PvdA
25848263,M,Midden,CDA
25845351,M,(Gematigd) links,GroenLinks
25839889,M,Midden,CDA
25866695,M,Midden,CDA
25828841,M,Midden,CDA
25862104,M,(Gematigd) links,GroenLinks
25853741,M,(Gematigd) links,PvdA
25835888,M,(Gematigd) links,GroenLinks
25836941,F,Midden,SP
25859555,M,Midden,D66
25868305,M,(Gematigd) links,PvdA
25866860,F,(Gematigd) links,PvdA
25831305,F,Midden,Weet ik (nog) niet
25846107,M,(Gematigd) links,PvdA
25867781,F,(Gematigd) links,GroenLinks
25865807,M,(Gematigd) links,GroenLinks
25843009,M,(Gematigd) links,GroenLinks
25851471,M,(Gematigd) rechts,Forum voor Democratie
25846245,M,Extreemlinks,SP
25842495,M,(Gematigd) links,GroenLinks
25864071,M,Midden,Wil ik niet zeggen
25859580,M,Midden,PvdA
25866497,M,(Gematigd) rechts,VVD
25854406,M,(Gematigd) rechts,Forum voor Democratie
25832099,M,(Gematigd) links,VVD
25835874,M,(Gematigd) links,GroenLinks
25853349,F,(Gematigd) rechts,CDA
25840873,F,(Gematigd) rechts,CDA
25852520,F,(Gematigd) links,VVD
25853348,M,Midden,VVD
25851039,M,Midden,PvdA
25838865,M,(Gematigd) links,PvdA
25846649,M,(Gematigd) links,PvdA
25836296,F,Midden,VVD
25843051,M,(Gematigd) links,GroenLinks
25855211,M,(Gematigd) links,Partij voor de Dieren
25864209,M,(Gematigd) links,SP
25833247,F,(Gematigd) rechts,Weet ik (nog) niet
25829702,M,Midden,CDA
25865453,M,Midden,Forum voor Democratie
25834701,F,Midden,PvdA
25833673,M,Midden,ChristenUnie
25843781,F,(Gematigd) links,GroenLinks
25833345,F,(Gematigd) rechts,VVD
25853517,M,Midden,VVD
25836310,M,(Gematigd) links,ChristenUnie
25864937,M,(Gematigd) links,PvdA
25839091,F,Midden,CDA
25859975,M,(Gematigd) links,PvdA
25837188,M,(Gematigd) links,GroenLinks
25847159,M,Midden,50 Plus
25848481,M,(Gematigd) rechts,Weet ik (nog) niet
25867615,F,(Gematigd) links,GroenLinks
25844932,M,(Gematigd) links,PvdA
25867517,M,Midden,ChristenUnie
25853780,F,Midden,Wil ik niet zeggen
25835743,M,Midden,D66
25845582,M,Midden,D66
25835038,M,(Gematigd) links,SP
25844522,M,(Gematigd) links,Forum voor Democratie
25848159,M,Midden,Wil ik niet zeggen
25849984,M,(Gematigd) links,GroenLinks
25859879,M,Midden,Forum voor Democratie
25855656,M,(Gematigd) links,50 Plus
25848325,M,(Gematigd) rechts,VVD
25834585,M,(Gematigd) rechts,VVD
25838642,M,(Gematigd) links,GroenLinks
25842730,M,Midden,PvdA
25842828,M,Midden,50 Plus
25828993,M,Midden,CDA
25845169,F,(Gematigd) links,Weet ik (nog) niet
25864534,F,Midden,SP
25865072,M,(Gematigd) links,PvdA
25856662,M,(Gematigd) links,PvdA
25868356,F,(Gematigd) rechts,Forum voor Democratie
25862981,M,Midden,Wil ik niet zeggen
25849047,M,Midden,Forum voor Democratie
25856546,F,(Gematigd) links,GroenLinks
25842849,M,(Gematigd) links,GroenLinks
25861083,F,(Gematigd) rechts,Weet ik (nog) niet
25829922,M,(Gematigd) links,GroenLinks
25858691,M,(Gematigd) rechts,VVD
25856781,M,Midden,CDA
25834558,M,(Gematigd) links,GroenLinks
25852985,F,Midden,Partij voor de Dieren
25859720,M,(Gematigd) links,SP
25829873,M,Midden,ChristenUnie
25844355,F,(Gematigd) links,SP
25868066,M,(Gematigd) links,PvdA
25858304,M,Midden,CDA
25852924,F,(Gematigd) links,GroenLinks
25831258,F,(Gematigd) links,PvdA
25859832,M,(Gematigd) links,PvdA
25849702,M,(Gematigd) rechts,CDA
25855382,M,Midden,CDA
25864183,M,(Gematigd) rechts,Forum voor Democratie
25861207,M,Midden,50 Plus
25857027,M,(Gematigd) rechts,50 Plus
25848850,F,(Gematigd) links,PvdA
25868143,M,(Gematigd) rechts,CDA
25860434,M,(Gematigd) rechts,Forum voor Democratie
25863783,M,(Gematigd) rechts,Forum voor Democratie
25854529,M,Midden,PvdA
25842483,M,(Gematigd) rechts,Forum voor Democratie
25828926,M,Midden,Forum voor Democratie
25844611,M,(Gematigd) links,PvdA
25858024,F,(Gematigd) rechts,VVD
25843115,M,(Gematigd) links,GroenLinks
25853816,M,(Gematigd) rechts,50 Plus
25860297,F,(Gematigd) links,GroenLinks
25858164,M,(Gematigd) rechts,CDA
25829753,M,(Gematigd) links,PvdA
25835136,M,Midden,D66
25843439,M,(Gematigd) links,SP
25832945,M,Midden,VVD
25828845,F,(Gematigd) links,GroenLinks
25835733,F,Midden,Weet ik (nog) niet
25850717,M,Midden,VVD
25863971,M,(Gematigd) rechts,VVD
25845598,M,(Gematigd) links,PvdA
25830216,M,(Gematigd) links,PvdA
25860374,F,(Gematigd) rechts,VVD
25862202,F,Midden,Weet ik (nog) niet
25852589,F,Midden,CDA
25863248,M,(Gematigd) links,PvdA
25833883,F,Midden,D66
25861794,M,(Gematigd) links,GroenLinks
25854556,F,Midden,VVD
25840397,F,(Gematigd) links,GroenLinks
25855060,M,Midden,VVD
25839102,M,Midden,CDA
25862678,M,(Gematigd) links,Weet ik (nog) niet
25847408,M,Midden,PvdA
25853952,F,Midden,VVD
25864882,M,Midden,Weet ik (nog) niet
25848356,M,(Gematigd) links,GroenLinks
25844158,M,(Gematigd) rechts,ChristenUnie
25851759,M,(Gematigd) rechts,VVD
25841016,F,(Gematigd) links,GroenLinks
25835268,F,Midden,50 Plus
25831099,M,Midden,VVD
25861243,M,(Gematigd) links,D66
25848274,F,(Gematigd) rechts,Wil ik niet zeggen
25837413,M,(Gematigd) links,GroenLinks
25860833,M,(Gematigd) rechts,VVD
25833457,M,Midden,"Andere partij, namelijk:"
25846070,M,Midden,CDA
25844796,M,(Gematigd) links,D66
25849216,M,(Gematigd) rechts,VVD
25829072,M,Midden,Weet ik (nog) niet
25844626,F,(Gematigd) links,PvdA
25851964,M,Midden,Weet ik (nog) niet
25864578,M,(Gematigd) links,PvdA
25842020,M,(Gematigd) links,D66
25856411,M,(Gematigd) links,50 Plus
25830673,M,(Gematigd) rechts,50 Plus
25854730,M,(Gematigd) links,GroenLinks
25862521,M,Midden,ChristenUnie
25834664,F,Midden,Weet ik (nog) niet
25862053,M,(Gematigd) links,D66
25860823,F,(Gematigd) links,PvdA
25863608,M,(Gematigd) links,D66
25840592,F,Midden,50 Plus
25862613,M,(Gematigd) links,PvdA
25841611,M,Midden,CDA
25864661,M,Midden,ChristenUnie
25866593,M,Midden,ChristenUnie
25852335,M,(Gematigd) links,PvdA
25850934,F,Midden,CDA
25852675,M,Midden,CDA
25851533,M,Midden,CDA
25841361,M,(Gematigd) links,D66
25860691,M,Midden,CDA
25838507,M,Midden,CDA
25844739,M,(Gematigd) links,ChristenUnie
25865487,M,(Gematigd) links,PvdA
25848813,F,(Gematigd) links,GroenLinks
25867306,M,(Gematigd) links,VVD
25864175,M,(Gematigd) links,PvdA
25863063,M,(Gematigd) links,GroenLinks
25859187,M,Midden,CDA
25868503,M,Midden,CDA
25828531,F,Midden,Weet ik (nog) niet
25847890,M,Midden,ChristenUnie
25852661,M,(Gematigd) links,PvdA
25868642,M,(Gematigd) rechts,VVD
25828844,F,(Gematigd) links,PvdA
25845181,M,(Gematigd) links,Weet ik (nog) niet
25858315,M,(Gematigd) rechts,VVD
25837882,F,Midden,D66
25850669,F,Midden,PvdA
25864206,M,(Gematigd) rechts,VVD
25838023,M,Midden,D66
25845093,M,Midden,Wil ik niet zeggen
25851981,M,(Gematigd) rechts,Forum voor Democratie
25852116,M,(Gematigd) links,PvdA
25850277,F,Midden,Wil ik niet zeggen
25861512,M,(Gematigd) rechts,CDA
25844315,M,(Gematigd) links,PvdA
25857227,M,(Gematigd) links,D66
25856510,M,Midden,CDA
25833760,M,Midden,PvdA
25842816,F,Midden,ChristenUnie
25843263,M,(Gematigd) rechts,VVD
25851270,M,(Gematigd) links,ChristenUnie
25838701,M,(Gematigd) links,ChristenUnie
25834512,M,(Gematigd) links,PvdA
25841827,M,(Gematigd) rechts,PVV
25861035,M,Midden,CDA
25856722,M,(Gematigd) links,PvdA
25832797,M,(Gematigd) rechts,VVD
25851735,M,(Gematigd) links,PvdA
25847191,F,Midden,Weet ik (nog) niet
25846960,M,(Gematigd) rechts,VVD
25838035,M,Midden,PvdA
25845799,M,Midden,50 Plus
25850206,M,Midden,D66
25865518,M,(Gematigd) links,GroenLinks
25829858,M,(Gematigd) links,Wil ik niet zeggen
25865228,M,(Gematigd) rechts,VVD
25835473,F,(Gematigd) links,Wil ik niet zeggen
25867340,F,Midden,ChristenUnie
25858582,M,Midden,CDA
25847623,M,Midden,VVD
25856797,F,Midden,Ik zou niet gaan stemmen
25842531,M,(Gematigd) links,GroenLinks
25842068,F,Midden,50 Plus
25857771,M,(Gematigd) rechts,VVD
25860020,M,(Gematigd) rechts,CDA
25838891,F,(Gematigd) links,ChristenUnie
25843400,F,(Gematigd) links,GroenLinks
25843317,M,(Gematigd) links,D66
25837687,F,(Gematigd) links,D66
25839886,F,(Gematigd) links,SP
25858625,M,(Gematigd) links,PvdA
25828533,M,(Gematigd) links,ChristenUnie
25862209,F,(Gematigd) links,PvdA
25860238,M,Midden,ChristenUnie
25854173,M,Midden,VVD
25857079,M,(Gematigd) links,GroenLinks
25842277,M,Midden,PvdA
25868754,M,(Gematigd) links,PvdA
25830259,M,Midden,CDA
25858981,M,Midden,Wil ik niet zeggen
25842297,M,Midden,Weet ik (nog) niet
25859467,M,(Gematigd) links,D66
25868177,M,Midden,CDA
25861088,F,Midden,VVD
25867308,M,(Gematigd) rechts,VVD
25838107,M,Midden,GroenLinks
25835452,M,(Gematigd) rechts,Blanco / ongeldig
25856032,F,(Gematigd) links,50 Plus
25850927,F,Midden,VVD
25851360,M,(Gematigd) links,PvdA
25840904,F,(Gematigd) links,GroenLinks
25828985,M,(Gematigd) links,GroenLinks
25832138,M,Midden,CDA
25838457,M,(Gematigd) links,GroenLinks
25865316,M,Midden,VVD
25854466,M,Midden,Weet ik (nog) niet
25838811,M,(Gematigd) rechts,Weet ik (nog) niet
25844920,M,(Gematigd) links,PvdA
25831920,F,Extreemrechts,"Andere partij, namelijk:"
25837477,M,(Gematigd) rechts,Forum voor Democratie
25839359,M,Midden,PvdA
25853362,M,(Gematigd) links,D66
25835727,M,(Gematigd) rechts,Weet ik (nog) niet
25846124,M,(Gematigd) rechts,Nieuwe Wegen
25841669,M,Midden,CDA
25868652,M,Midden,CDA
25855849,F,(Gematigd) links,SP
25843253,F,(Gematigd) links,PvdA
25851757,M,(Gematigd) links,PvdA
25841924,M,(Gematigd) links,PvdA
25855464,M,(Gematigd) links,PvdA
25861179,M,Midden,Wil ik niet zeggen
25834614,M,(Gematigd) links,GroenLinks
25833827,M,(Gematigd) links,CDA
25831064,M,Midden,VVD
25854367,F,(Gematigd) links,PvdA
25844960,M,(Gematigd) links,PvdA
25868494,M,Midden,VVD
25852616,M,Midden,D66
25856168,M,(Gematigd) links,GroenLinks
25836998,M,(Gematigd) links,Weet ik (nog) niet
25860502,M,Midden,Weet ik (nog) niet
25851636,M,(Gematigd) rechts,VVD
25846716,M,Midden,CDA
25865236,M,(Gematigd) rechts,Wil ik niet zeggen
25831902,F,(Gematigd) links,Partij voor de Dieren
25834534,M,(Gematigd) links,GroenLinks
25852952,M,(Gematigd) rechts,VVD
25860585,M,Midden,Weet ik (nog) niet
25867311,F,(Gematigd) rechts,Weet ik (nog) niet
25837297,M,Midden,50 Plus
25840669,M,Extreemrechts,Forum voor Democratie
25854633,M,(Gematigd) links,Weet ik (nog) niet
25841471,F,Midden,Partij voor de Dieren
25857293,M,(Gematigd) links,PvdA
25836648,M,Extreemrechts,Forum voor Democratie
25843832,M,(Gematigd) rechts,VVD
25856482,M,(Gematigd) rechts,Forum voor Democratie
25855286,M,(Gematigd) links,PvdA
25861302,M,(Gematigd) links,PvdA
25862111,F,(Gematigd) rechts,Forum voor Democratie
25833135,M,Midden,GroenLinks
25848612,M,(Gematigd) links,GroenLinks
25842808,M,(Gematigd) links,GroenLinks
25834742,F,(Gematigd) links,PvdA
25851429,M,(Gematigd) links,SP
25840019,M,Midden,Forum voor Democratie
25853173,F,(Gematigd) links,PvdA
25850059,M,Midden,CDA
25855468,M,(Gematigd) rechts,ChristenUnie
25837853,F,(Gematigd) links,CDA
25864140,M,(Gematigd) rechts,Forum voor Democratie
25862502,M,Midden,D66
25838859,M,(Gematigd) links,PvdA
25852878,M,(Gematigd) rechts,CDA
25859953,M,Midden,D66
25859691,M,(Gematigd) links,50 Plus
25861389,M,Midden,D66
25866185,M,(Gematigd) rechts,CDA
25845189,M,(Gematigd) rechts,CDA
25831562,M,(Gematigd) links,PvdA
25867004,M,(Gematigd) links,D66
25850700,M,Midden,CDA
25846006,F,Midden,Wil ik niet zeggen
25852805,M,(Gematigd) links,PvdA
25832962,M,(Gematigd) links,GroenLinks
25832694,M,(Gematigd) links,Partij voor de Dieren
25865571,M,(Gematigd) links,PvdA
25867803,M,Midden,CDA
25840894,M,(Gematigd) links,PvdA
25832149,F,Midden,50 Plus
25839032,M,(Gematigd) links,GroenLinks
25864191,M,Midden,50 Plus
25837304,M,(Gematigd) rechts,Forum voor Democratie
25849981,M,Midden,CDA
25858592,M,(Gematigd) links,Partij voor de Dieren
25842619,M,Midden,Forum voor Democratie
25847811,M,(Gematigd) links,Weet ik (nog) niet
25837012,M,Midden,Forum voor Democratie
25867408,M,(Gematigd) links,GroenLinks
25864736,M,Midden,D66
25849035,M,(Gematigd) links,PvdA
25828679,M,Midden,D66
25846582,M,(Gematigd) links,GroenLinks
25866267,M,Midden,CDA
25846981,M,(Gematigd) links,PvdA
25847593,M,(Gematigd) links,GroenLinks
25836387,F,(Gematigd) links,PvdA
25839686,M,(Gematigd) links,CDA
25859938,M,(Gematigd) links,PvdA
25859482,M,(Gematigd) rechts,SGP
25851408,M,(Gematigd) links,PvdA
25865909,F,Midden,D66
25832922,M,(Gematigd) links,PvdA
25850443,M,(Gematigd) links,Wil ik niet zeggen
25838906,M,Midden,Wil ik niet zeggen
25843395,M,(Gematigd) links,PvdA
25863628,M,(Gematigd) rechts,VVD
25845294,M,Midden,CDA
25845665,M,Midden,VVD
25850431,M,Midden,CDA
25847213,M,Midden,50 Plus
25859695,M,Midden,50 Plus
25844569,M,(Gematigd) links,Partij voor de Dieren
25832114,M,(Gematigd) links,Partij voor de Dieren
25844890,M,(Gematigd) rechts,Weet ik (nog) niet
25833020,M,(Gematigd) rechts,VVD
25846675,M,(Gematigd) rechts,CDA
25828810,M,(Gematigd) links,50 Plus
25846332,F,Midden,Wil ik niet zeggen
25857805,M,(Gematigd) rechts,Forum voor Democratie
25832932,F,Midden,50 Plus
25864458,M,Midden,CDA
25830732,M,(Gematigd) rechts,CDA
25851899,M,Midden,VVD
25853681,M,(Gematigd) links,SP
25866732,M,(Gematigd) rechts,VVD
25860227,M,Midden,CDA
25851441,M,(Gematigd) links,PvdA
25861664,F,(Gematigd) links,GroenLinks
25846239,M,(Gematigd) rechts,CDA
25838380,F,Midden,Ik zou niet gaan stemmen
25841854,M,Midden,CDA
25850589,M,(Gematigd) links,PvdA
25852344,M,(Gematigd) rechts,CDA
25859256,M,(Gematigd) links,PvdA
25858437,F,(Gematigd) links,PvdA
25838449,F,(Gematigd) links,GroenLinks
25845917,M,(Gematigd) rechts,VVD
25857960,F,Midden,Weet ik (nog) niet
25830555,M,(Gematigd) rechts,VVD
25839655,M,(Gematigd) rechts,VVD
25862077,M,(Gematigd) links,Forum voor Democratie
25857656,M,Midden,CDA
25865919,M,(Gematigd) links,PvdA
25843126,M,(Gematigd) links,Weet ik (nog) niet
25836731,F,Midden,Weet ik (nog) niet
25848922,M,(Gematigd) rechts,VVD
25852051,M,Midden,CDA
25840841,M,(Gematigd) rechts,50 Plus
25852310,M,Midden,PvdA
25861903,F,Midden,PvdA
25828665,F,(Gematigd) links,GroenLinks
25844256,M,Midden,VVD
25863195,M,Midden,GroenLinks
25863322,F,Midden,Wil ik niet zeggen
25861292,M,Midden,50 Plus
25858996,M,(Gematigd) links,SP
25862558,M,Midden,Forum voor Democratie
25856314,M,(Gematigd) rechts,VVD
25860135,F,(Gematigd) links,Partij voor de Dieren
25835047,M,(Gematigd) links,PvdA
25842589,M,(Gematigd) rechts,Partij voor de Dieren
25854693,M,Midden,50 Plus
25855472,F,(Gematigd) links,Ik zou niet gaan stemmen
25863606,M,(Gematigd) links,PvdA
25841347,F,Midden,VVD
25860876,F,(Gematigd) links,PvdA
25852004,M,Midden,Weet ik (nog) niet
25857795,M,Midden,50 Plus
25838005,M,Midden,D66
25852768,M,(Gematigd) rechts,VVD
25849020,M,Midden,D66
25850913,M,(Gematigd) links,D66
25845065,M,Midden,VVD
25858417,M,(Gematigd) rechts,VVD
25839074,M,(Gematigd) links,PvdA
25834503,F,Midden,Forum voor Democratie
25841773,M,Midden,CDA
25851503,F,(Gematigd) rechts,Forum voor Democratie
25840453,M,Midden,D66
25858736,M,(Gematigd) links,PvdA
25862669,F,(Gematigd) links,PvdA
25854523,M,(Gematigd) links,GroenLinks
25861409,M,(Gematigd) rechts,VVD
25851957,M,(Gematigd) links,GroenLinks
25830970,M,(Gematigd) rechts,VVD
25868733,F,(Gematigd) links,GroenLinks
25836227,M,(Gematigd) rechts,CDA
25858436,F,(Gematigd) rechts,VVD
25845482,M,Midden,Weet ik (nog) niet
25849755,M,Midden,VVD
25858557,M,(Gematigd) links,GroenLinks
25847511,M,(Gematigd) links,PvdA
25851443,M,Midden,D66
25839066,M,(Gematigd) rechts,PVV
25863699,F,(Gematigd) links,GroenLinks
25859215,M,(Gematigd) links,GroenLinks
25858509,M,Midden,Weet ik (nog) niet
25849389,M,Midden,PvdA
25865302,M,(Gematigd) links,Partij voor de Dieren
25835787,M,(Gematigd) links,SP
25853185,F,(Gematigd) links,GroenLinks
25840759,M,(Gematigd) rechts,50 Plus
25859006,M,(Gematigd) links,Forum voor Democratie
25830902,M,(Gematigd) links,Wil ik niet zeggen
25839491,M,(Gematigd) links,GroenLinks
25837000,F,(Gematigd) links,GroenLinks
25867269,M,(Gematigd) links,GroenLinks
25866650,M,Midden,Forum voor Democratie
25835570,F,Midden,CDA
25855089,M,(Gematigd) links,Weet ik (nog) niet
25855783,F,Midden,VVD
25868317,M,(Gematigd) links,PvdA
25854621,M,(Gematigd) rechts,D66
25862255,M,(Gematigd) rechts,VVD
25840755,M,(Gematigd) rechts,Weet ik (nog) niet
25866357,M,Midden,Weet ik (nog) niet
25851743,M,(Gematigd) rechts,D66
25867538,F,(Gematigd) links,Partij voor de Dieren
25847421,M,Midden,50 Plus
25841302,F,(Gematigd) links,Weet ik (nog) niet
25834536,M,Midden,ChristenUnie
25837912,M,Midden,ChristenUnie
25850683,M,(Gematigd) rechts,CDA
25861920,M,(Gematigd) rechts,VVD
25831753,M,Midden,50 Plus
25861923,M,(Gematigd) links,PvdA
25841705,F,Midden,Weet ik (nog) niet
25836997,F,(Gematigd) rechts,VVD
25829139,F,(Gematigd) rechts,SP
25838250,M,(Gematigd) links,PvdA
25830537,M,(Gematigd) rechts,Weet ik (nog) niet
25858222,M,Midden,CDA
25844278,M,Midden,Weet ik (nog) niet
25866933,M,(Gematigd) links,GroenLinks
25864276,M,(Gematigd) rechts,VVD
25847223,F,Midden,PvdA
25856609,M,(Gematigd) links,GroenLinks
25850930,M,(Gematigd) links,PvdA
25855303,M,(Gematigd) links,Weet ik (nog) niet
25850368,M,Midden,Forum voor Democratie
25845247,F,Extreemlinks,PvdA
25851018,F,(Gematigd) links,Wil ik niet zeggen
25853497,M,(Gematigd) links,SP
25829479,M,(Gematigd) links,PvdA
25861341,M,(Gematigd) links,VVD
25863378,M,Midden,CDA
25846506,F,Midden,VVD
25843941,M,(Gematigd) rechts,Weet ik (nog) niet
25865546,F,(Gematigd) links,Weet ik (nog) niet
25866355,F,(Gematigd) links,PvdA
25836119,M,Midden,Wil ik niet zeggen
25834270,F,(Gematigd) links,GroenLinks
25865149,F,(Gematigd) links,PvdA
25838069,M,Midden,CDA
25858677,M,(Gematigd) links,GroenLinks
25865782,M,(Gematigd) links,D66
25849576,F,(Gematigd) rechts,VVD
25836868,M,Midden,50 Plus
25865254,M,(Gematigd) rechts,CDA
25840224,M,(Gematigd) rechts,VVD
25833958,M,(Gematigd) links,SP
25858858,M,(Gematigd) links,PvdA
25837072,M,Midden,Weet ik (nog) niet
25837886,M,(Gematigd) rechts,Weet ik (nog) niet
25846802,M,(Gematigd) links,Weet ik (nog) niet
25849858,M,(Gematigd) rechts,Forum voor Democratie
25841744,M,Midden,Wil ik niet zeggen
25831465,F,(Gematigd) links,CDA
25855485,M,Midden,CDA
25863511,F,(Gematigd) links,D66
25840937,M,Midden,CDA
25845561,M,(Gematigd) links,ChristenUnie
25834839,M,Midden,ChristenUnie
25832075,F,(Gematigd) links,PvdA
25859504,M,(Gematigd) links,PvdA
25845449,M,Midden,ChristenUnie
25833352,F,(Gematigd) links,D66
25860103,F,(Gematigd) links,GroenLinks
25859862,M,Midden,CDA
25860026,M,Midden,CDA
25845730,M,Midden,CDA
25828934,M,(Gematigd) links,ChristenUnie
25862428,M,Midden,ChristenUnie
25834312,M,(Gematigd) rechts,Forum voor Democratie
25832598,M,Midden,Weet ik (nog) niet
25862663,M,(Gematigd) rechts,Forum voor Democratie
25863073,F,(Gematigd) links,Weet ik (nog) niet
25865086,F,Midden,PvdA
25859000,M,Midden,CDA
25835910,M,(Gematigd) links,GroenLinks
25862538,M,(Gematigd) links,PvdA
25842376,M,(Gematigd) links,PvdA
25829288,F,(Gematigd) links,Weet ik (nog) niet
25842325,M,Extreemrechts,Partij voor de Dieren
25830317,M,Midden,D66
25841734,F,(Gematigd) links,GroenLinks
25859962,M,Midden,CDA
25859200,M,Midden,CDA
25828990,F,(Gematigd) links,GroenLinks
25844562,M,(Gematigd) links,Partij voor de Dieren
25836940,M,Midden,PVV
25860457,M,(Gematigd) links,PvdA
25840529,M,(Gematigd) links,Ik zou niet gaan stemmen
25855198,M,Midden,VVD
25837707,M,(Gematigd) links,PvdA
25841825,M,(Gematigd) rechts,CDA
25840829,F,Midden,CDA
25850221,M,Midden,GroenLinks
25845990,M,(Gematigd) links,Wil ik niet zeggen
25837268,M,Midden,ChristenUnie
25833395,M,(Gematigd) rechts,VVD
25843700,M,(Gematigd) links,Partij voor de Dieren
25831531,M,(Gematigd) links,ChristenUnie
25830740,M,(Gematigd) rechts,Ik zou niet gaan stemmen
25840325,M,(Gematigd) rechts,Forum voor Democratie
25831463,F,(Gematigd) links,Weet ik (nog) niet
25860754,M,(Gematigd) links,GroenLinks
25832643,F,Midden,Wil ik niet zeggen
25856007,M,Midden,Weet ik (nog) niet
25850888,M,(Gematigd) rechts,VVD
25834408,M,Extreemlinks,PvdA
25831941,M,(Gematigd) links,PvdA
25861719,F,(Gematigd) links,PvdA
25866112,M,Midden,Weet ik (nog) niet
25857342,M,(Gematigd) rechts,VVD
25865307,F,(Gematigd) links,PvdA
25854274,M,(Gematigd) links,PvdA
25841293,M,(Gematigd) links,D66
25829834,M,(Gematigd) links,PvdA
25865644,M,(Gematigd) links,Partij voor de Dieren
25860241,M,(Gematigd) links,GroenLinks
25844080,F,(Gematigd) links,GroenLinks
25868924,M,(Gematigd) links,GroenLinks
25835363,M,Midden,ChristenUnie
25830913,F,(Gematigd) links,GroenLinks
25864614,M,(Gematigd) links,D66
25846993,F,(Gematigd) links,PvdA
25857034,M,(Gematigd) rechts,VVD
25830901,F,Midden,50 Plus
25867732,F,(Gematigd) links,D66
25859893,M,(Gematigd) links,D66
25847694,M,Midden,CDA
25844713,M,(Gematigd) links,PvdA
25854699,M,Midden,ChristenUnie
25838776,M,(Gematigd) links,Partij voor de Dieren
25833478,M,(Gematigd) links,PvdA
25831999,F,(Gematigd) links,GroenLinks
25830872,M,(Gematigd) links,SP
25838838,M,(Gematigd) links,SP
25865220,M,(Gematigd) links,GroenLinks
25828931,F,Midden,Wil ik niet zeggen
25844254,M,Midden,ChristenUnie
25831046,M,(Gematigd) links,PvdA
25865776,M,Midden,ChristenUnie
25833436,M,(Gematigd) rechts,VVD
25850009,F,(Gematigd) links,PvdA
25831540,F,(Gematigd) links,Partij voor de Dieren
25859525,M,(Gematigd) links,PvdA
25854048,M,Midden,Ik zou niet gaan stemmen
25850437,M,Midden,50 Plus
25831528,F,Midden,GroenLinks
25845180,F,Midden,D66
25855328,M,Midden,D66
25838431,F,(Gematigd) rechts,VVD
25863767,M,(Gematigd) links,SP
25858225,F,Midden,Forum voor Democratie
25856807,M,Midden,CDA
25859113,M,(Gematigd) links,Partij voor de Dieren
25846992,M,Midden,Partij voor de Dieren
25843375,M,(Gematigd) links,GroenLinks
25852222,M,(Gematigd) links,CDA
25843314,M,(Gematigd) links,PvdA
25864446,F,Midden,Weet ik (nog) niet
25868079,M,(Gematigd) links,PvdA
25852599,M,(Gematigd) links,PvdA
25847774,F,(Gematigd) links,PvdA
25860251,F,(Gematigd) rechts,VVD
25831248,M,(Gematigd) links,GroenLinks
25853140,M,Midden,Ik zou niet gaan stemmen
25829588,F,Midden,50 Plus
25860861,F,(Gematigd) links,GroenLinks
25833988,M,(Gematigd) links,GroenLinks
25845558,F,Midden,SP
25839192,M,(Gematigd) links,PvdA
25830822,M,(Gematigd) links,GroenLinks
25857231,M,(Gematigd) rechts,CDA
25867729,M,Midden,D66
25844090,M,Midden,D66
25836054,M,(Gematigd) links,ChristenUnie
25831050,F,(Gematigd) links,D66
25860872,F,Midden,Weet ik (nog) niet
25868454,M,(Gematigd) links,GroenLinks
25850387,F,(Gematigd) links,D66
25851625,F,(Gematigd) links,PvdA
25841388,F,(Gematigd) rechts,SGP
25862041,M,Midden,ChristenUnie
25856006,M,(Gematigd) rechts,ChristenUnie
25832286,M,(Gematigd) links,GroenLinks
25831813,F,(Gematigd) links,50 Plus
25848615,M,(Gematigd) links,D66
25858522,M,(Gematigd) rechts,VVD
25860044,F,(Gematigd) links,GroenLinks
25847741,M,Midden,PvdA
25844510,M,Midden,50 Plus
25847969,M,(Gematigd) rechts,CDA
25837930,M,Midden,Wil ik niet zeggen
25868129,M,(Gematigd) links,PvdA
25852083,M,(Gematigd) links,ChristenUnie
25852999,F,(Gematigd) links,PvdA
25854858,M,(Gematigd) links,D66
25861831,M,(Gematigd) rechts,VVD
25862149,M,(Gematigd) links,D66
25857570,F,Midden,Weet ik (nog) niet
25839036,M,(Gematigd) rechts,Forum voor Democratie
25851835,M,Midden,VVD
25853811,M,(Gematigd) links,GroenLinks
25862452,M,Midden,CDA
25862184,M,(Gematigd) links,Wil ik niet zeggen
25848154,M,(Gematigd) rechts,VVD
25865280,F,(Gematigd) links,ChristenUnie
25858471,M,Midden,Wil ik niet zeggen
25841082,M,(Gematigd) links,GroenLinks
25832524,M,(Gematigd) links,PvdA
25856612,M,(Gematigd) links,Partij voor de Dieren
25848681,M,Midden,CDA
25843599,M,Midden,GroenLinks
25830684,M,(Gematigd) links,ChristenUnie
25861864,M,Extreemrechts,Forum voor Democratie
25842598,F,(Gematigd) links,PvdA
25861155,M,(Gematigd) links,Wil ik niet zeggen
25844780,F,Midden,Weet ik (nog) niet
25866586,F,Midden,VVD
25832173,M,(Gematigd) links,GroenLinks
25855943,F,(Gematigd) rechts,Forum voor Democratie
25860333,M,(Gematigd) links,PvdA
25835077,M,Midden,GroenLinks
25853570,M,(Gematigd) links,Weet ik (nog) niet
25864041,M,Midden,Weet ik (nog) niet
